"wave_id","city","parity_layer","source_name","source_url","source_type","city_specific","provenance_status","authentication_status","replay_status","saturation_status","eligible_for_lock","notes"
"20260511_213333","San Antonio","neighborhoods_or_districts","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_213333","San Antonio","council_districts","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_213333","San Antonio","police_beats_or_reporting_districts","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_213333","San Antonio","fire_stations_or_service_areas","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_213333","San Antonio","parcels_or_zoning","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_213333","San Antonio","streets_or_transport_corridors","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_213333","San Antonio","public_facilities","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_213333","San Antonio","parks","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_213333","San Antonio","schools","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_213333","San Antonio","public_safety_incidents_or_calls","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_213333","San Antonio","permits_or_code_enforcement","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_213333","San Antonio","civic_governance","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_213333","San Antonio","public_works_or_infrastructure","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_213333","Virginia Beach","city_boundary","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_213333","Virginia Beach","neighborhoods_or_districts","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_213333","Virginia Beach","council_districts","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_213333","Virginia Beach","police_beats_or_reporting_districts","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_213333","Virginia Beach","fire_stations_or_service_areas","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_213333","Virginia Beach","parcels_or_zoning","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_213333","Virginia Beach","streets_or_transport_corridors","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_213333","Virginia Beach","public_facilities","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_213333","Virginia Beach","parks","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_213333","Virginia Beach","schools","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_213333","Virginia Beach","public_safety_incidents_or_calls","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_213333","Virginia Beach","permits_or_code_enforcement","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_213333","Virginia Beach","civic_governance","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_213333","Virginia Beach","public_works_or_infrastructure","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
