"wave_id","city","parity_layer","source_name","source_url","source_type","city_specific","provenance_status","authentication_status","replay_status","saturation_status","eligible_for_lock","notes"
"20260511_212251","New York","neighborhoods_or_districts","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","New York","council_districts","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","New York","police_beats_or_reporting_districts","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","New York","fire_stations_or_service_areas","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","New York","parcels_or_zoning","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","New York","streets_or_transport_corridors","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","New York","public_facilities","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","New York","parks","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","New York","schools","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","New York","public_safety_incidents_or_calls","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","New York","permits_or_code_enforcement","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","New York","civic_governance","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","New York","public_works_or_infrastructure","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","Arlington","city_boundary","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","Arlington","neighborhoods_or_districts","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","Arlington","council_districts","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","Arlington","police_beats_or_reporting_districts","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","Arlington","fire_stations_or_service_areas","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","Arlington","parcels_or_zoning","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","Arlington","streets_or_transport_corridors","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","Arlington","public_facilities","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","Arlington","parks","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","Arlington","schools","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","Arlington","public_safety_incidents_or_calls","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","Arlington","permits_or_code_enforcement","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","Arlington","civic_governance","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","Arlington","public_works_or_infrastructure","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","San Antonio","city_boundary","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","San Antonio","neighborhoods_or_districts","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","San Antonio","council_districts","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","San Antonio","police_beats_or_reporting_districts","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","San Antonio","fire_stations_or_service_areas","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","San Antonio","parcels_or_zoning","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","San Antonio","streets_or_transport_corridors","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","San Antonio","public_facilities","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","San Antonio","parks","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","San Antonio","schools","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","San Antonio","public_safety_incidents_or_calls","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","San Antonio","permits_or_code_enforcement","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","San Antonio","civic_governance","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","San Antonio","public_works_or_infrastructure","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","Virginia Beach","city_boundary","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","Virginia Beach","neighborhoods_or_districts","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","Virginia Beach","council_districts","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","Virginia Beach","police_beats_or_reporting_districts","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","Virginia Beach","fire_stations_or_service_areas","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","Virginia Beach","parcels_or_zoning","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","Virginia Beach","streets_or_transport_corridors","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","Virginia Beach","public_facilities","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","Virginia Beach","parks","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","Virginia Beach","schools","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","Virginia Beach","public_safety_incidents_or_calls","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","Virginia Beach","permits_or_code_enforcement","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","Virginia Beach","civic_governance","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
"20260511_212251","Virginia Beach","public_works_or_infrastructure","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail"
