entity_id,organization_name,organization_type,city,region,authentication_status,source_discovery_status,public_source_present,reviewer_decision,contact_ready,outreach_allowed,official_source_query,official_contact_query
"BD_BOOK_EXP_00007","Los Angeles Police Department","MOTORCYCLE_ORGANIZATION","","CA","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Los Angeles Police Department CA official website","Los Angeles Police Department CA contact official"
"BD_BOOK_EXP_00008","Los Angeles County Sheriff's Department","MOTORCYCLE_ORGANIZATION","","CA","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Los Angeles County Sheriff's Department CA official website","Los Angeles County Sheriff's Department CA contact official"
"BD_BOOK_EXP_00009","San Francisco Police Department","MOTORCYCLE_ORGANIZATION","","CA","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","San Francisco Police Department CA official website","San Francisco Police Department CA contact official"
"BD_BOOK_EXP_00010","San Francisco Sheriff's Office","MOTORCYCLE_ORGANIZATION","","CA","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","San Francisco Sheriff's Office CA official website","San Francisco Sheriff's Office CA contact official"
"BD_BOOK_EXP_00011","Chicago Police Department","MOTORCYCLE_ORGANIZATION","","IL","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Chicago Police Department IL official website","Chicago Police Department IL contact official"
"BD_BOOK_EXP_00012","Cook County Sheriff's Office","MOTORCYCLE_ORGANIZATION","","IL","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Cook County Sheriff's Office IL official website","Cook County Sheriff's Office IL contact official"
"BD_BOOK_EXP_00013","New York City Police Department","MOTORCYCLE_ORGANIZATION","","NY","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","New York City Police Department NY official website","New York City Police Department NY contact official"
"BD_BOOK_EXP_00014","New York City Sheriff's Office","MOTORCYCLE_ORGANIZATION","","NY","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","New York City Sheriff's Office NY official website","New York City Sheriff's Office NY contact official"
"BD_BOOK_EXP_00015","Houston Police Department","MOTORCYCLE_ORGANIZATION","","TX","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Houston Police Department TX official website","Houston Police Department TX contact official"
"BD_BOOK_EXP_00016","Harris County Sheriff's Office","MOTORCYCLE_ORGANIZATION","","TX","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Harris County Sheriff's Office TX official website","Harris County Sheriff's Office TX contact official"
"BD_BOOK_EXP_00017","Dallas Police Department","MOTORCYCLE_ORGANIZATION","","TX","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Dallas Police Department TX official website","Dallas Police Department TX contact official"
"BD_BOOK_EXP_00018","Dallas County Sheriff's Department","MOTORCYCLE_ORGANIZATION","","TX","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Dallas County Sheriff's Department TX official website","Dallas County Sheriff's Department TX contact official"
"BD_BOOK_EXP_00019","Phoenix Police Department","MOTORCYCLE_ORGANIZATION","","AZ","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Phoenix Police Department AZ official website","Phoenix Police Department AZ contact official"
"BD_BOOK_EXP_00020","Maricopa County Sheriff's Office","MOTORCYCLE_ORGANIZATION","","AZ","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Maricopa County Sheriff's Office AZ official website","Maricopa County Sheriff's Office AZ contact official"
"BD_BOOK_EXP_00021","San Diego Police Department","MOTORCYCLE_ORGANIZATION","","CA","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","San Diego Police Department CA official website","San Diego Police Department CA contact official"
"BD_BOOK_EXP_00022","San Diego County Sheriff's Office","MOTORCYCLE_ORGANIZATION","","CA","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","San Diego County Sheriff's Office CA official website","San Diego County Sheriff's Office CA contact official"
"BD_BOOK_EXP_00023","Las Vegas Metropolitan Police Department","MOTORCYCLE_ORGANIZATION","","NV","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Las Vegas Metropolitan Police Department NV official website","Las Vegas Metropolitan Police Department NV contact official"
"BD_BOOK_EXP_00024","Orlando Police Department","MOTORCYCLE_ORGANIZATION","","FL","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Orlando Police Department FL official website","Orlando Police Department FL contact official"
"BD_BOOK_EXP_00025","Orange County Sheriff's Office","MOTORCYCLE_ORGANIZATION","","FL","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Orange County Sheriff's Office FL official website","Orange County Sheriff's Office FL contact official"
"BD_BOOK_EXP_00026","Metropolitan Nashville Police Department","MOTORCYCLE_ORGANIZATION","","TN","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Metropolitan Nashville Police Department TN official website","Metropolitan Nashville Police Department TN contact official"
"BD_BOOK_EXP_00027","Davidson County Sheriff's Office","MOTORCYCLE_ORGANIZATION","","TN","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Davidson County Sheriff's Office TN official website","Davidson County Sheriff's Office TN contact official"
"BD_BOOK_EXP_00028","FBI Violent Crime / Outlaw Motorcycle Gang Reference","MOTORCYCLE_ORGANIZATION","","CA","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","FBI Violent Crime / Outlaw Motorcycle Gang Reference CA official website","FBI Violent Crime / Outlaw Motorcycle Gang Reference CA contact official"
"BD_BOOK_EXP_00029","DOJ Outlaws Motorcycle Gang Enforcement Reference","MOTORCYCLE_ORGANIZATION","","VA","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","DOJ Outlaws Motorcycle Gang Enforcement Reference VA official website","DOJ Outlaws Motorcycle Gang Enforcement Reference VA contact official"
"BD_BOOK_EXP_00030","New York State Police - Troop NYC","MOTORCYCLE_ORGANIZATION","","NY","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","New York State Police - Troop NYC NY official website","New York State Police - Troop NYC NY contact official"
"BD_BOOK_EXP_00031","Bronx County District Attorney's Office","MOTORCYCLE_ORGANIZATION","","NY","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Bronx County District Attorney's Office NY official website","Bronx County District Attorney's Office NY contact official"
"BD_BOOK_EXP_00032","Bronx County Sheriff's Office","MOTORCYCLE_ORGANIZATION","","NY","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Bronx County Sheriff's Office NY official website","Bronx County Sheriff's Office NY contact official"
"BD_BOOK_EXP_00033","Kings County District Attorney's Office","MOTORCYCLE_ORGANIZATION","","NY","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Kings County District Attorney's Office NY official website","Kings County District Attorney's Office NY contact official"
"BD_BOOK_EXP_00034","Kings County Sheriff's Office","MOTORCYCLE_ORGANIZATION","","NY","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Kings County Sheriff's Office NY official website","Kings County Sheriff's Office NY contact official"
"BD_BOOK_EXP_00035","New York County District Attorney's Office","MOTORCYCLE_ORGANIZATION","","NY","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","New York County District Attorney's Office NY official website","New York County District Attorney's Office NY contact official"
"BD_BOOK_EXP_00036","New York County Sheriff's Office (NYC Sheriff)","MOTORCYCLE_ORGANIZATION","","NY","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","New York County Sheriff's Office (NYC Sheriff) NY official website","New York County Sheriff's Office (NYC Sheriff) NY contact official"
"BD_BOOK_EXP_00037","Queens County District Attorney's Office","MOTORCYCLE_ORGANIZATION","","NY","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Queens County District Attorney's Office NY official website","Queens County District Attorney's Office NY contact official"
"BD_BOOK_EXP_00038","Richmond County District Attorney's Office","MOTORCYCLE_ORGANIZATION","","NY","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Richmond County District Attorney's Office NY official website","Richmond County District Attorney's Office NY contact official"
"BD_BOOK_EXP_00039","Denver Police Department","MOTORCYCLE_ORGANIZATION","","CO","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Denver Police Department CO official website","Denver Police Department CO contact official"
"BD_BOOK_EXP_00040","Denver Sheriff Department","MOTORCYCLE_ORGANIZATION","","CO","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Denver Sheriff Department CO official website","Denver Sheriff Department CO contact official"
"BD_BOOK_EXP_00041","Atlanta Police Department","MOTORCYCLE_ORGANIZATION","","GA","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Atlanta Police Department GA official website","Atlanta Police Department GA contact official"
"BD_BOOK_EXP_00042","Fulton County Sheriff's Office","MOTORCYCLE_ORGANIZATION","","GA","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Fulton County Sheriff's Office GA official website","Fulton County Sheriff's Office GA contact official"
"BD_BOOK_EXP_00043","Boston Police Department","MOTORCYCLE_ORGANIZATION","","MA","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Boston Police Department MA official website","Boston Police Department MA contact official"
"BD_BOOK_EXP_00044","Suffolk County Sheriff's Department","MOTORCYCLE_ORGANIZATION","","MA","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Suffolk County Sheriff's Department MA official website","Suffolk County Sheriff's Department MA contact official"
"BD_BOOK_EXP_00045","Metropolitan Police Department","MOTORCYCLE_ORGANIZATION","","DC","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Metropolitan Police Department DC official website","Metropolitan Police Department DC contact official"
"BD_BOOK_EXP_00046","District of Columbia Department of Corrections","MOTORCYCLE_ORGANIZATION","","DC","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","District of Columbia Department of Corrections DC official website","District of Columbia Department of Corrections DC contact official"
"BD_BOOK_EXP_00047","Clark County Sheriff's Civil Process Bureau","MOTORCYCLE_ORGANIZATION","","NV","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Clark County Sheriff's Civil Process Bureau NV official website","Clark County Sheriff's Civil Process Bureau NV contact official"
"BD_BOOK_EXP_00048","Minneapolis Police Department","MOTORCYCLE_ORGANIZATION","","MN","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Minneapolis Police Department MN official website","Minneapolis Police Department MN contact official"
"BD_BOOK_EXP_00049","Hennepin County Sheriff's Office","MOTORCYCLE_ORGANIZATION","","MN","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Hennepin County Sheriff's Office MN official website","Hennepin County Sheriff's Office MN contact official"
"BD_BOOK_EXP_00050","Detroit Police Department","MOTORCYCLE_ORGANIZATION","","MI","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Detroit Police Department MI official website","Detroit Police Department MI contact official"
"BD_BOOK_EXP_00051","Wayne County Sheriff's Office","MOTORCYCLE_ORGANIZATION","","MI","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Wayne County Sheriff's Office MI official website","Wayne County Sheriff's Office MI contact official"
"BD_BOOK_EXP_00052","Charlotte-Mecklenburg Police Department","MOTORCYCLE_ORGANIZATION","","NC","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Charlotte-Mecklenburg Police Department NC official website","Charlotte-Mecklenburg Police Department NC contact official"
"BD_BOOK_EXP_00053","Mecklenburg County Sheriff's Office","MOTORCYCLE_ORGANIZATION","","NC","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Mecklenburg County Sheriff's Office NC official website","Mecklenburg County Sheriff's Office NC contact official"
"BD_BOOK_EXP_00054","Philadelphia Police Department","MOTORCYCLE_ORGANIZATION","","PA","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Philadelphia Police Department PA official website","Philadelphia Police Department PA contact official"
"BD_BOOK_EXP_00055","Philadelphia Sheriff's Office","MOTORCYCLE_ORGANIZATION","","PA","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Philadelphia Sheriff's Office PA official website","Philadelphia Sheriff's Office PA contact official"
"BD_BOOK_EXP_00056","Columbus Division of Police","MOTORCYCLE_ORGANIZATION","","OH","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Columbus Division of Police OH official website","Columbus Division of Police OH contact official"
"BD_BOOK_EXP_00057","Franklin County Sheriff's Office","MOTORCYCLE_ORGANIZATION","","OH","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Franklin County Sheriff's Office OH official website","Franklin County Sheriff's Office OH contact official"
"BD_BOOK_EXP_00058","Indianapolis Metropolitan Police Department","MOTORCYCLE_ORGANIZATION","","IN","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Indianapolis Metropolitan Police Department IN official website","Indianapolis Metropolitan Police Department IN contact official"
"BD_BOOK_EXP_00059","Marion County Sheriff's Office","MOTORCYCLE_ORGANIZATION","","IN","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Marion County Sheriff's Office IN official website","Marion County Sheriff's Office IN contact official"
"BD_BOOK_EXP_00060","Kansas City Police Department","MOTORCYCLE_ORGANIZATION","","MO","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Kansas City Police Department MO official website","Kansas City Police Department MO contact official"
"BD_BOOK_EXP_00061","Jackson County Sheriff's Office","MOTORCYCLE_ORGANIZATION","","MO","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Jackson County Sheriff's Office MO official website","Jackson County Sheriff's Office MO contact official"
"BD_BOOK_EXP_00062","Salt Lake City Police Department","MOTORCYCLE_ORGANIZATION","","UT","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Salt Lake City Police Department UT official website","Salt Lake City Police Department UT contact official"
"BD_BOOK_EXP_00063","Salt Lake County Sheriff's Office","MOTORCYCLE_ORGANIZATION","","UT","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","Salt Lake County Sheriff's Office UT official website","Salt Lake County Sheriff's Office UT contact official"
"BD_BOOK_EXP_00064","GLENDALE COMMUNITY COLLEGE CAMPUS POLICE","MOTORCYCLE_ORGANIZATION","","AZ","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","GLENDALE COMMUNITY COLLEGE CAMPUS POLICE AZ official website","GLENDALE COMMUNITY COLLEGE CAMPUS POLICE AZ contact official"
"BD_BOOK_EXP_00065","PHOENIX COLLEGE CAMPUS POLICE","MOTORCYCLE_ORGANIZATION","","AZ","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","PHOENIX COLLEGE CAMPUS POLICE AZ official website","PHOENIX COLLEGE CAMPUS POLICE AZ contact official"
"BD_BOOK_EXP_00066","SCOTTSDALE COMMUNITY COLLEGE CAMPUS POLICE","MOTORCYCLE_ORGANIZATION","","AZ","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","SCOTTSDALE COMMUNITY COLLEGE CAMPUS POLICE AZ official website","SCOTTSDALE COMMUNITY COLLEGE CAMPUS POLICE AZ contact official"
"BD_BOOK_EXP_00067","CHANDLER-GILBERT COMMUNITY COLLEGE CAMPUS POLICE","MOTORCYCLE_ORGANIZATION","","AZ","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","CHANDLER-GILBERT COMMUNITY COLLEGE CAMPUS POLICE AZ official website","CHANDLER-GILBERT COMMUNITY COLLEGE CAMPUS POLICE AZ contact official"
"BD_BOOK_EXP_00068","CHANDLER MUNICIPAL COURT (0748)","MOTORCYCLE_ORGANIZATION","","AZ","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","CHANDLER MUNICIPAL COURT (0748) AZ official website","CHANDLER MUNICIPAL COURT (0748) AZ contact official"
"BD_BOOK_EXP_00069","MESA MUNICIPAL COURT (0745)","MOTORCYCLE_ORGANIZATION","","AZ","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","MESA MUNICIPAL COURT (0745) AZ official website","MESA MUNICIPAL COURT (0745) AZ contact official"
"BD_BOOK_EXP_00070","PHOENIX MUNICIPAL COURT (0741)","MOTORCYCLE_ORGANIZATION","","AZ","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","PHOENIX MUNICIPAL COURT (0741) AZ official website","PHOENIX MUNICIPAL COURT (0741) AZ contact official"
"BD_BOOK_EXP_00071","GLENDALE MUNICIPAL COURT (0748)","MOTORCYCLE_ORGANIZATION","","AZ","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","GLENDALE MUNICIPAL COURT (0748) AZ official website","GLENDALE MUNICIPAL COURT (0748) AZ contact official"
"BD_BOOK_EXP_00072","GLENDALE MUNICIPAL PROSECUTOR","MOTORCYCLE_ORGANIZATION","","AZ","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","GLENDALE MUNICIPAL PROSECUTOR AZ official website","GLENDALE MUNICIPAL PROSECUTOR AZ contact official"
"BD_BOOK_EXP_00073","SCOTTSDALE MUNICIPAL PROSECUTOR","MOTORCYCLE_ORGANIZATION","","AZ","PUBLIC_SOURCE_FOUND","SOURCE_PRESENT_REQUIRES_VALIDATION","true","PENDING","false","false","SCOTTSDALE MUNICIPAL PROSECUTOR AZ official website","SCOTTSDALE MUNICIPAL PROSECUTOR AZ contact official"
